sentiment	numberagreed	tweetid	tweet
positive	2	2760110	Hi guys!! this is too funny #PLANS @user @user @user #marketing
positive	2	2530857	Awww! That is a great pic! (@reallycb)~http
neutral	2	3067340	I want a gucci polo with the red and green strip around the neck; but that b that mia gear
positive	2	2061465	It something. About a girl with an attitude. Dat i like.
neutral	2	201893	Supposed to be at the Sofitel in SF tonight; they overbooked; we're at the Hilton instead; sad.  Well; saved the company some money.
negative	2	1896512	This explains the inane junk mails I constantly receive . . . Microsoft Rips Google With Gmail Man [VIDEO] ~http 
positive	2	2533033	Amazing night out for my boys 21st. So tired now though. Found the cheapest taxi ever too. Win!
positive	2	72834	Final thought. Dr. Seuss was wise. ~http 
neutral	2	1926183	Best Relationship Matches .... that would probably be me and @user
negative	2	635707	Sad day for hockey: Plane carrying KHL team crashes ~http 
negative	2	2841906	Man that gucci mane shit has some really hot beats but he just trashes them... Not in a good way..
neutral	2	3216068	Bye-bye Hilton Head :( last week at NTA next week; then day one of my new job at Keeneland the next week!!! Bittersweet few weeks ...
neutral	2	286425	Do you have pictures from this weekend's Nike Women's Marathon? Share them with other fans by posting them to our wall. Thank you!
positive	2	1251983	Fresher Than A Menthol
neutral	2	1188186	Off to the gym.. Time to get it in.
neutral	2	636612	Eu gostei de um vídeo do YouTube -- TUTORIAL: Basic Audio Edit - Sony Vegas ~http 
negative	2	915788	Santa asked me today what I wanted for Christmas; I said Windows 7; and he said no.
negative	2	2651189	I hate waking up at 7:45 in the morning for work :( TRYING this out ~http 
neutral	2	312675	#lebronhairlinethemesong haha Lebron doesn't have to dress the part of "Pops" in his Nike commercials anymore; he already Fits the part lmao
positive	2	1890169	The 71 A's uniforms are beyond the phattest @user ~http 
neutral	2	2871273	how you gone have some nike and jordan logos cut in yo head; but you got on reeboks... #fried
neutral	2	992501	is hoping the Asus 1218 Eee PC drops soon @user
negative	2	980431	Does everything have to be a freaking competition between us?  Gosh!
positive	2	521399	We only have 1 life; don't spend it focusing on what others want to see; focus on what YOU want to be.
neutral	2	1133458	Check this video out !.;;!!;-- Guy gets caught looking at Boobs ~http  via @user
neutral	2	2375551	Destination wedding made easy? Let's go Cruising! Here are some great stories from some Carnival Cruise Line brides: ~http 
neutral	2	3045041	Fresh on nike shoes: That American footbal installed {beneath;1} difficult are {in {actuality;1};1} leading048
neutral	2	374646	Watching @user  and @user play baseball on  Super Nintendo c: Looking like.. #HelenKeller
neutral	2	1443418	Stay inside and be safe #irene
neutral	2	987513	Dropbox; Join free; it's 2gb online space.. ~http  ~http 
neutral	2	197715	check this out! ~http 
positive	2	1686089	Getting geared up for our move ! Can't wait to get moved . Looking forward to shooting our first desert wedding
positive	2	1047140	Finally finished the DUMB English assignment. #yay
neutral	2	485375	keep the new twitter names coming ya'll
neutral	2	962993	And that completely shows! Miss you & new episodes on Bravo RT @user @user everyone I walk into bc I care
negative	2	575236	One of my lil sis screws came up missing in day care
neutral	2	81086	What's good with u
negative	2	672851	Wondering if my gucci shoes survived this horrible weather again!
neutral	2	3249165	Part of wider Microsoft problem: UGA campus suffers email outage || OnlineAthens.com: ~http  via @user
neutral	2	903015	My ShoutOut: MacBook Air Rip Off! Samsung S Series Laptop Announced - New Samsung Products at CES 2011 ~http 
neutral	2	2889539	Just bought an Electric Blue crayfish From Guppy Tales in Spokane;WA they are awesome. Check out the crayfish at ~http
neutral	2	3112008	Just realized that the background for Bing is a pile of meerkats.  Why???
negative	2	2298223	Cleveland sports: one giant #wtf ????? #relaxdontworryhaveahomebrew
neutral	2	1158481	u really tryna have me n the bed by 10 #justsayin
neutral	2	2248931	#sinkingship RT @user How Long Can Bing and Windows Phone 7 Be Beautiful Losers? ~http  by @user
negative	2	3496495	You've really sunk to a new low if you're a Bing Googler.
neutral	2	2585575	Guys; treat a girl the same way you'd want someone to treat your little sister. Or even your daughter.
positive	2	1263008	Lol I'm wearing Vans to the Nike party tonight. Hahaha just like the last one with Kanye.
neutral	2	50796	Got this new Sony Surround Sound system they really go be callin the police on me now!!  ~http
neutral	2	1153748	A Microsoft event must be one of the very few events having a long waiting line in front of the men's room instead of the women's room!
neutral	2	3496565	[New post] More Skype Rumors: Big News Soon; Microsoft In The Mix:  ~http 
positive	2	195539	First cardinals game ever tonight! @user @user @user
neutral	2	641444	Wow! Get 50% off the Adidas men's trendy shoe the #Nizza Hi ~http 
positive	2	940223	Jammin that Float Away by mi boo J.Holiday. I'm so diggin this song!!
neutral	2	1016028	Tiger beer as big as my head $1.50; winning ~http 
positive	2	1326041	You look so good that it hurts
negative	2	2697933	Mr poles lecture on the life cycle of stars and the galaxy; I have never been so confused in my entire life!
neutral	2	853573	Just completed a Hired Assassination job #140mafia ~http 
neutral	2	2843376	Tunechi be the name don't' ask me how i got it killing these rappers i swear im trynna stop the volence..
neutral	2	2430571	*shakes head; unsurprised by @user's decision* You know; old man; there's a whole world out here. *munches another cookie*
positive	2	413620	One lucky person took everything. ~http  #LOLFlick
neutral	2	2525702	Bahaha RT@TIME: Muammar Gaddafi had a photo album full of pictures of Condoleezza Rice; turns up. Awk-ward | ~http 
negative	2	1616909	There goes Skype down the drain.........Report: Microsoft near $7 billion deal for Skype ~http  via @user
neutral	2	2810168	SPIKE ring!!!! Who knew! Fashionable and sexy. 4 hours left. Bid now! Super low price right now ~http  #ebaymobile
neutral	2	88894	We're gonna be doing one last big start of the summer Microsoft party coming up soon within the week!! So keep posted here!
neutral	2	2158192	Photo: Want this one ~http 
neutral	2	2012642	The 2011 teams have been announced for the AMGEN Tour of California. ~http 
neutral	2	842607	Go to G4S outlets in Westlands; Hurlingham; Buru; Hilton Hotel or Parkland. Go now!
negative	2	1909007	How are the Nike shorts even remotely attractive?? I know you'll appreciate this thought @user #saveitforthegym #maybe
positive	2	984552	Exactly!! “@rannawi: Obama just guaranteed himself a re-election.”
positive	2	1439670	A little cooling a comin' for Friday into the weekend. Enjoy!
neutral	2	525349	Paper planes came on pandora. I remember driving through Youngstown with the windows down. Turned the song up when the gunshots happened.
positive	2	607874	So we got the new samsung LED TV 47" :) Tim is vey happy ha
neutral	2	1254522	New leg...miguel mooking...4 GOE booked! Ltd 2.0 fast track done by august.
neutral	2	400779	Update to Samsung USA Schedule - The new Samsung USA Factory Option; which is presently the very first Option... ~http 
neutral	2	1070150	Only 100 words to go. #NHS
neutral	2	1930532	Finally bed time.. Work at eleven.. #sleeeeepisgooood:)
positive	2	2544438	I hope over coming incredible obstacles is something I can learn to do in the next five days.
negative	2	429626	!!!!!! RT @user RT @user I swear... Lamar Odom's head looks like Microsoft Word 2000
neutral	2	2871129	i should bump some gucci before i go to sleep but ion feel like playin it out loud #burr
negative	2	2819635	wishing i was chelsea
neutral	2	1787662	Generally you don't see that kind of behavior in a major appliance.
positive	2	440287	And I'm on a date with the couch and the tv #nice
negative	2	1338635	Nervous for my interview for grad school! :-/
neutral	2	1259064	I somehow did it again last night. Another FREE PLAY winner with the UNDER in the Det/SJ game. Daily Breakdown will be available about 12pm
neutral	2	2371133	Check this video out -- contest / giveaway ends october 2nd 2010 ~http  via @user
neutral	2	1250941	This is the Nike Vintage Pack Air Max One!! ~http 
positive	2	1093042	Drag racing through the  streets of north lake...on a golf cart. Be jealous.
neutral	2	2105111	Too fuckin cute i need to hit up the Nike factory already. ~http 
neutral	2	417786	I liked a @user video from @user ~http  Hard news 05/06/11 (PSN not back; another Sony h
negative	2	307744	I'm dying at these Nike Mag prices; although my size (7) is the cheapest; do I have a spare 5000+ bucks lying around? ~http 
positive	2	402376	Quality is remembered long after the price is forgotten. - Gucci Slogan (of course!)
neutral	2	191797	Nike Air Royal Mid (395757-201) – Baroque Brown: The Nike Air Royal Mid (395757-201) in Baroque Brown is a moder... ~http
positive	2	2126565	Quality sound; professional announcements; lighting and the photographs to document the good times... all in one... ~http
neutral	2	2095894	#thatawkwardmomentwhen u have said "what" a thousand times and u still don't know what the other person said so u just agree...
neutral	2	120840	Tell Adidas to Detox | Greenpeace International ~http 
negative	2	686001	You know Microsoft dude they don't like to loose cash @user
neutral	2	1813379	Oh what a difference a few months make; it appears half of court is missing. They must be off haunting; I shall do the same. Ta!
neutral	2	3333207	You Have Got To Be Kidding Me. Nike just announced they will be playing a reworked Funky Town in their Nike Town stores. ~http 
positive	2	2766412	Gonna teach myself to tweet!
neutral	2	1351287	Here some amazing Gucci bags with prices and details. ~http 
neutral	2	288416	What is that bright object in the sky? OMG it's the SUN! Welcome to Newfoundland & Labrador; please stay awhile :)
neutral	2	3045078	Fresh on nike shoes: Monster power is properly identified amongst the steps sporting activities!
positive	2	2500479	I'm the bull with all the checks im the nike man! cdfu#phillyquotes
negative	2	986423	Hard times my friends! My nintendo wii has officially been sold!@quigonjinn hope ur happy!
neutral	2	3357302	Mel Gibson and Paris Hilton trending back to back? #thankyoubasedgod
negative	2	1724532	Does anyone at Sony not have a lisp; and accent; or lungs the size of a walnut?
neutral	2	1969517	You don't get another chance; Life is no Nintendo game
negative	2	2715146	Dropping your iPod on your toe; and slamming your head into a door and dresser is not a good way to start your day..
positive	2	2848001	Sexy Female Bodybuilder posing and flexing.  #talklive to #celebrity bodybuilders; #wrestlers and strong sex… (cont) ~http
neutral	2	1437239	The Rougeau's work over Davey Boy Smith's leg for five minutes. Davey counters with a monkey flip and running powerslam. #AWAYDAVEY
positive	2	550083	LoL this is funny  RT @user An easy way to turn on a #Gemini is by massaging the shoulders; arms and legs.
neutral	2	532424	#nw pineapple express....You aint got not style mofo LOL! Mark
neutral	2	59773	Why am i awake?
neutral	2	2523252	Eric Saade + a matt black Audi R8 ?! -&gt; omg.. i'm dying! *-* &lt;3
positive	2	121996	Give me the green light ... give me just one night .=)
positive	2	21651	No matter what mountain we had to climb; If you were next to me; I could handle the world. #mooiliedje
positive	2	347518	joshuarshaw: Wow KU... You just got beat by another no name team & choked in the tourney. Kudos! The title was yours for the taking! #KU ...
positive	2	1755245	Lmfaoo Nike Swagg killin itttt ;p
neutral	2	364815	Check this video out -- JUSTIN BIEBER & SELENA GOMEZ KISSING?!? ~http  via @user
neutral	2	974535	New Attacks Leverage Unpatched IE Flaw; Microsoft Warns ~http 
positive	2	1646610	Be-A-U-tiful! Chunky Amethyst Crystal Hematite Flower Necklace and Earrings Set ~http  via @user #Jewelry
neutral	2	423383	checkin my fresh got nigga'd playin the bench get like me gucci "burrr"
positive	2	377643	Juz got done car shopping; hopefully that Audi is mine as of tomorrow!!! Please Lord; I been goin to church!!!
negative	2	559566	What's gucci with all you hardcore kids? Follow us; mention us; kill ryan
positive	2	1574858	: Listening to Gucci Mane from his old to his new music; the old is better !
neutral	2	565978	I come alive in the night on some Bruce Wayne shit :P
neutral	2	2103663	If you like real (as opposed to fake)  music i suggest you listen to this asap. &gt;&gt;  ~http 
